Núm.,Tipo,Estado,Descripción,Usuario Reporta,Solicitado a,Auditor Global,Proceso,Fecha de Creación,Fecha Cierre,Norma y Numeral,Acción Eficaz,Acción Correctiva,%Avance Eficaz,%Avance Plan de Acciones
,,,,,,,,,,1. Talento Humano,,,,
1970,No Conformidad,Abierta,"Modalidad intramural: 3. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios. 3.1. Ambiente para la toma de muestras especiales, con unidad sanitaria y perchero: No cuenta con ambiente para la toma de muestras especiales, con unidad sanitaria y perchero. 3.3. Área o ambiente de preparación, embalaje y remisión de las muestras con mesón de trabajo: No dispone de área de preparación, e...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1971,No Conformidad,Abierta,6. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Revisar estándar transversal.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1972,No Conformidad,Abierta,7. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1973,No Conformidad,Abierta,"odalidades intramural, extramural unidad móvil y jornada de salud: 8. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada: No cumplen con los criterios que le son aplicables de todos los servicios. 8.4. Control de calidad: No cuenta con la información documentada. 8.5. Entrega de resultados: El prestador en el momento de la visita se observan resultados pendientes desde el día 29 de agosto hasta la fecha, ...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1974,No Conformidad,Abierta,"Modalidades intramural, extramural unidad móvil y jornada de salud: 9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con los siguientes registros: No cumplen con los criterios que le son aplicables de todos los servicios. 9.4. Análisis del control de calidad y de las medidas preventivas y correctivas: No cuenta con la información documentada.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1975,No Conformidad,Abierta,"1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano.",Administrador,calidad,,Gestión de Talento Humano,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1976,No Conformidad,Abierta,"Modalidades intramural, telemedicina - prestador remisor: 9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios. 9.2. Area de recepción y entrega de pacientes: No cuenta con área de recepción y entrega de pacientes. 9.3. Vestidor para pacientes que funciona como filtro: No cuenta con vestidor para pacientes que funciona como filtro. 9.4. Vestidor para talento humano que funciona co...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1977,No Conformidad,Abierta,"11. Ambiente de trabajo de parto cuenta con: No cuenta con ambiente de trabajo de partos. 11.1. Ambiente para dos camillas por cada mesa de parto: No cuenta con ambiente para dos camillas por cada mesa de parto. 11.2. Sistema de vacío: No cuenta con sistema de vacio, pero la red no se encuentran funcionamiento. Barrera física móvil o fija entre camillas que permite fácil limpieza y desinfección y la privacidad del paciente, cuando exista más de una camilla: No cuenta con barrera fisica mó...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1978,No Conformidad,Abierta,"Barrera física móvil o fija entre camillas que permite fácil limpieza y desinfección y la privacidad del paciente, cuando exista más de una camilla: 12.2. Sistema de vacío: No cuenta con sistema de vacio, pero la red no se encuentran funcionamiento. 12.3. Lavamanos quirúrgico en cantidad igual al número de partos, ubicado antes del ingreso a cada sala de partos: No cuenta con dos lavamanos quirúrgico. 12.4 La puerta de la sala permite la visualización entre el interior y el exterior o cuent...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1979,No Conformidad,Abierta,15. Ambiente de recuperación que cuenta con: No cuenta con ambiente de recuperación. 15.1 Puesto de enfermería: No cuenta con peusto de enfermeria. 15.2. Área para dos camillas por cada mesa de parto: No cuenta con dos camillas para la sala de partos.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1980,No Conformidad,Abierta,"Modalidades Intramural, telemedicina - prestador remisor: 19. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente: Revisar estándar transversal.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1981,No Conformidad,Abierta,19.2. La sala de partos cuenta con: 19.2.1 Lámpara pielftica o cielltica: No cuenta con lámpara pielitica. 19.2.3. Equipo para atención de partos: El equipo para la atención de partos se encuentra con óxido. 19.2.4. Equipo de episiotomla y episiorrafia: El equipo de episiotomía y episorrafia se encuentra con óxido.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1982,No Conformidad,Abierta,"19.3.7. Laringoscopio con hoja neonatal: Cuenta con laringoscopio con hojas rectas y curvas para adultos, se evidencia una hoja de paciente neonatal, no se encuentran esteriles.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1983,No Conformidad,Abierta,"Modalidades intramural, telemedicina - prestador remisor: 24. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios. 24.1. Catéteres para vena umbilical: No cuenta con Catéteres para vena umbilical.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1984,No Conformidad,Abierta,25.1. Catéteres para vena umbilical: No cuenta con Catéteres para vena umbilical.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1985,No Conformidad,Abierta,"Modalidades intramural, telemedicina - prestador remisor: 27. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: Ver transversal de procesos prioritarios. 27.1. Atención del parto: La ESE cuenta con documento disminuir los riegos de enfermedad y muerte de la mujer y el recién nacido y optimizar el pronóstico de los mismo durante todas las etapas del parto, iniciando con la admisión de la paciente en el tria...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1986,No Conformidad,Abierta,"30. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con partograma para toda materna en trabajo de parto: Ver transversal de historia clinica, cuenta con historia clinica digital que incluye partograma.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1987,No Conformidad,Abierta,"16. El servicio de urgencias cuenta con: No cumple con todos los criterios aplicable a los servicios. 16.1. Acceso directo desde el exterior de la edificación, localizado en el mismo piso o nivel donde funciona el servicio: No se evidencia acceso directo desde el exterior de la edificación, localizado en el mismo piso. 16.2. Ambientes y áreas definidas para la prestación del servicio, ubicadas en el mismo piso o nivel: No cumple con el criterio descrito en este item. 16.3. Circulación al ...",Administrador,calidad,,Gestión de Talento Humano,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1988,No Conformidad,Abierta,"Modalidades intramura/, telemedicina - prestador remisor: 18. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios. 18.1. Sala de espera: No cuenta con sala de espera. 18.2. Unidades sanitarias discriminadas por sexo. De las cuales mínimo una (1) unidad sanitaria discriminada por sexo, es apta para personas con movilidad reducida: No cuenta con unidades sanitarias discriminadas por se...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1989,No Conformidad,Abierta,18.14. Sala de reanimación (12 m2) que cuenta con: No cuenta con sala de reanimación. 18.14.1 Mesón de trabajo con poceta: No cuenta con meson de trabajo con poceta. 18.14.2. Lavamanos: No cuenta con lavamanos.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1990,No Conformidad,Abierta,"18.15. Sala de observación adultos (6 m2 por camilla) independiente por sexo, que cuenta con: No cuenta con sala de observación adultos de seis (6) camillas. 18.15.1. Estación de enfermería que puede compartirse con la sala de observación pediátrica: No cuenta con estación de enfermeria. 18.15.2. Baño discriminado por sexo con ducha teléfono: No cuenta con baño discriminado por sexo. 18.15.3. Barrera física móvil o fija entre camillas: No cuenta con barrera física móvil entre camillas. 1...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1991,No Conformidad,Abierta,"18.16. Sala de observación pediátrica (6 m2 por camilla), que cuenta con: No cuenta con sala de observación pediatrica para dos (2) camillas. 18.16.1. Estación de enfermería que (puede compartirse con la sala de observación adultos: No cuenta cone estación de enfermeria que se comparte con observación adultos. 18.16.2. Baño con ducha teléfono y área acondicionada para batiar y vestir los lactantes: No cuenta con baño con ducha telefono. 18.16.3. Barrera física móvil o fija entre camillas: ...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1992,No Conformidad,Abierta,"22. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Revisar estándar transversal. 22.3. Elementos para sujeción física para pacientes adultos y pediátricos: No cuenta con elementos para sujeción física para pacientes adultos y pediátricos. 22.4. Equipo de toracostomia: No cuenta con equipo de toracostomia. 22.5. Carro de paro para paciente adulto y pediátrico: No cuenta con dotacion a paciente pediatrico, laringoscopio sin esterilizar.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1993,No Conformidad,Abierta,"23. Consultorio de urgencias, que cuenta con: No cuenta con consultorio de urgencias. 23.2. Tensiómetro adulto y pediátrico: No cuenta con tensiómetro adulto, no cuenta con tensiometro pediátrico, en el area adaptada. 23.3. Fonendoscopio adulto y pediátrico: No cuenta con fonendoscopio adulto, no cuenta con fonendoscopio pediátrico, en el area. 23.4. Termómetro: No cuenta con termometro, en el area adaptada. 23.8. Martillo de reflejos: No cuenta con martillo de reflejos, en el area adap...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1994,No Conformidad,Abierta,"24. Sala de procedimientos, que cuenta con: 24.3. Equipo de pequeña cirugía: No cuenta con equipo de pequeña cirugía. 24.4. Dotación requerida conforme con lo documentado en el estándar de procesos prioritarios: En el estándar de procesos prioritarios no describe la dotación requerida para el servicio. 24.5. Oxigeno medicinal que puede ser suministrado mediantesalida de oxigeno medicinal o mediante oxigeno medicinal portátil: No cuenta con oxigeno medicinal. 24.6. Succión. Puede ser sumin...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1995,No Conformidad,Abierta,"26. Sala de observación, que cuenta con: 26.2. Dotación requerida conforme con lo documentado en el estándar de procesos prioritarios: En el estándar de procesos prioritarios no describe la dotación requerida para el servicio. 26.3. Oxigeno medicinal que puede ser suministrado mediante salida de oxigeno medicinal o mediante oxigeno medicinal portátil por camilla: No cuenta con oxigeno medicinal. 26.4. Succión. Puede ser suministrado mediante sistema devacio o mediante aspirador: No cuenta ...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1996,No Conformidad,Abierta,27. Ambiente de transición que cuenta con: No cuenta con ambiente de transición. 27.1. Silla reclinable escualizable: No Cuenta con silla reclinable.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1997,No Conformidad,Abierta,"28. Sala de reanimación, que cuenta con: 28.2. Mesa auxiliar rodante: No cuenta con mesa auxilixar rodante. 28.3. Aspirador para cada camilla: No cuenta con aspirador para cada camilla.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1998,No Conformidad,Abierta,28.4. Monitor de signos vitales con accesorios adultos o pediátricos que cuenta como mínimo con: No cuenta con monitor. 28.4.1. Trazado electrocardiográfico: No cuenta con monitor. 28.4.2. Presión no invasiva: No cuenta con monitor. 28.4.3. Saturación de oxigeno: No cuenta con monitor. 28.4.4. Temperatura: No cuenta con monitor. 28.6. Lámpara o fuente de iluminación móvil o fija: No cuenta con lámpara. 28.7. Carro de paro: No cuenta con carro de paro.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1999,No Conformidad,Abierta,34. Cumple con los Criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
2000,No Conformidad,Abierta,36. Cumple con los criterios definidos en todos los servicios y adicionalmente cuenta con la siguiente información documentada: Ver transversal procesos prioritarios. 36.1. Ronda médica de evolución diaria de pacientes: La ESE presenta PR-MI-HO-01 ronda de seguridad del paciente lo cual no es alugar a lo solicitado en el presente criterio. 36.3. Entrega de turno por parte de enfermería y de medicina: La ESE presenta documento PT-MI-CE-29 protocolo de recibo y entrega de turno el cual tiene ...,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2001,No Conformidad,Abierta,36.15. Criterios clinicos para la ubicación y atención de pacientes en el ambiente de transición: No cuenta con la informacion solicitada.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2002,No Conformidad,Abierta,"36.16. Criterios clínicos para referir y recibir a un usuario a servicios de consulta externa, hospitalización u otros servicios de cualquier complejidad: No cuenta con la informacion solicitada.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2003,No Conformidad,Abierta,36.17. Identificación de pacientes que por su condición clinica pueden ser tratados en su domicilio: No cuenta con la informacion solicitada.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2004,No Conformidad,Abierta,36.18. Identificación de pacientes que por su condición clínica pueden ser derivados a servicios de consulta externa que cuenten con la estrategia de consulta prioritaria: No cuenta con la informacion solicitada.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2005,No Conformidad,Abierta,"36.19. Manejo de urgencias que incluya: No cuenta con toda la informacion documentada. 36.19.2. Agitación psicomotora, conducta suicida y agresión a terceros: La ESE cuenta con documento PT-MI-UR-47 paciente agitado en el servicio de urgencia el cual dicta los lineamientos y estrategias para el manejo del paciente agitado, conducta suicida y agresión a terceros, el cual no se encuentra socializado. 36.19.3. Agudización de síntomas psiquiátricos e intervención en crisis: La ESE cuenta con do...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2006,No Conformidad,Abierta,"36.21. Información al paciente sobre recomendaciones al egreso, criterios de reingreso, controles y posibles complicaciones: No cuenta con la informacion solicitada.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2007,No Conformidad,Abierta,"36.23. Atención en salud a víctimas de violencia sexual segun normatividad vigente: La ESE cuenta con documento protocolo de atención a víctimas de violencia sexual el cual tiene como objetivo garantizar la atención integral a toda víctima de violencia sexual de acorde a los criterios básicos e indispensables para el abordaje integral de las víctimas de violencia sexual, no se cuenta con soporte de socialización.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2008,No Conformidad,Abierta,"36.24. Aislamiento de pacientes que por su condición clínica lo requieran: La ESE cuenta con documento PT-MI-HO-64 aislamiento de paciente el cual define los lineamientos para los diferentes tipos de aislamiento bajo las precauciones universales, no se cuenta con soporte de medición de adherencia ni de socialización.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2009,No Conformidad,Abierta,"36.25. Documento que orienta la atención en salud de pacientes con problemas y trastornos en salud mental o consumo de sustancias psicoactivas: La ESE cuenta con documento guía clinica para la atención y manejo de la depresión en salud mental la cual tiene como objetivo establecer pautas de manejo de la depresión que permita un diagnóstico oportuno y manejo de los paciente con problemas de salud mental, al momento de la verificación no se cuenta con soporte de socialización con el personal de u...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2010,No Conformidad,Abierta,39. Cumple con los criterios que le sean aplicables de todos los servicios: ver transversal de historia clinica.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
2011,No Conformidad,Abierta,"1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano. 1.1. Tecnólogo en atención prehospitalaria o técnico profesional en atención prehospitalaria o auxiliar en enfermerla, en cualquier caso, cuenta con constancia de asistencia en las acciones de formación continua en soporte vital básico: Disponibilidad de auxiliares de enfermería constancia de asistencia en las acciones de formación continua en soport...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
2012,No Conformidad,Abierta,"12.1.3. Área o ambiente para realizar procesos de limpieza y desinfección, que cuenta con mesón de trabajo con poceta: No cuenta con área para realizar procesos de limpieza y desinfección.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
2013,No Conformidad,Abierta,"12.2. Disponibilidad de área o ambiente para realizar el proceso de aseo, limpieza y desinfección de los vehrculos. Cuando el prestador de servicios de salud contrate el proceso de aseo, limpieza y desinfección de los vehículos con un tercero, cuenta con un contrato, o convenio o acuerdo escrito entre las partes. Para este caso el tercero cuenta con los permisos correspondientes expedidos por la autoridad sanitaria y ambiental para tal fin: No cuenta con área para el lavado de las ambulacias.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
2014,No Conformidad,Abierta,16.3. Sistema de georreferenciación y comunicación que permita el monitoreo y contacto con la entidad territorial en salud a través del CRUE. No cuenta con sistema de comunicaciones de uso exclusivo de la ambulancia realiza la comunicación por medio del celular personal.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
2015,No Conformidad,Abierta,"31. Cumplen con los criterios definidos para todos los servicios y adicionalmente, cuentan con: Revisar estandar trasversal. 31.1. Desfibrilador externo automático, incluyendo electrodos adhesivos para adultos y pediátricos, con fecha de vencimiento vigente. Cuenta con DEA, se le informa al prestador que lo debe incoroporar de manera inmediata al vehiculo. 31.5. Aspirador nasal manual: No cuenta con aspirador nasal manual. 31.8. Camma principal con sistema de anclaje y cinturones de seguri...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
2016,No Conformidad,Abierta,"31.22. Conjunto para inmovilización que cuenta con inmovilizadores cervicales graduables, adulto (2) y pediátrico (2), inmovilizadores laterales de cabeza, inmovilizadores para extremidades superiores e inferiores: Cuenta con inmovilizadores cervicales graduables, adulto y pediátrico (2), inmovilizadores laterales de cabeza, no cuenta con inmovilizadores para extremidades superiores e inferiores.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
2017,No Conformidad,Abierta,31.25. Monitor de signos vitales con accesorios adultos y pediátricos que cuenta como mínimo con: 31.25.2. Presión no invasiva: No cuenta con accesorio de presión no invasiva. 31.25.3. Saturación de oxigeno que puede estar integrado en el monitor o externo: No cuenta con accesorio de saturación de oxigeno.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
2018,No Conformidad,Abierta,"36. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente el prestador define los medicamentos, dispositivos médicos e insumas requeridos de acuerdo con lo documentado en el estándar de procesos prioritarios: No Cumple con los criterios que le sean aplicables de todos los servicios.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
2019,No Conformidad,Abierta,37.2. Aditamento supraglótico de varias tallas adulto y pediátrico: No cuenta con aditamento supraglótico.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
2020,No Conformidad,Abierta,41. Cumple con los criterios que le sean aplicables de todos los servy iadciciionaolmsent e cuenta con la siguiente información documentada: El prestador no cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
2021,No Conformidad,Abierta,43. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: El prestador no cumple cpn los criterios que sean aplicables a todos los servicios.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
18,No Conformidad,Abierta,La rampa ubicada al ingreso de la institución no cuenta con cinta antideslizante ni pasamanos.,Administrador,calidad,calidad,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
19,No Conformidad,Abierta,*Los baños no cuentan con señalética tipo braille;,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
20,No Conformidad,Abierta,*La señalética tipo braille no se encuentra ubicada a una altura adecuada para ser utilizada por los usuarios que la requieran.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
21,No Conformidad,Abierta,*Los baños ubicados en la sala de espera no cuentan con aditamentos para personas en situación de discapacidad o movilidad reducida.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
22,No Conformidad,Abierta,*Se evidencia que no coincide la información descrita en el manual de atención al usuario describen que cumplen con los tiempos de respuesta de las PQRS; de acuerdo a la circular 05 de 2023 pero manifiestan que realizan la apertura del buzón cada 8 días; se sugiere que la apertura se realice día de promedio y creen un formato para describir lo que se encuentre y se realice solo un acta de manera mensual.,Administrador,calidad,,SIAU,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,5. Procesos Prioritarios,,,,
23,No Conformidad,Abierta,*Se sugiere instalar señalética para atención preferencias visible en donde se visualicen las imágenes de atención preferencial.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
24,No Conformidad,Abierta,Se evidencia que de acuerdo a la capacidad instalada hay habilitados 5 consultorios y tienen en funcionamiento 4 se debe realizar la novedad de cierre de un consultorio el cual fue adecuado para el servicio de farmacia.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
25,No Conformidad,Abierta,"*Se evidencia que la enfermera Tatiana Córdoba y Auxiliar de Enfermería: Yaneri Santiago Anacona No cuenta con el certificado ""pruebas en punto de atención del paciente - (point of care testing - POCT)""",Administrador,calidad,,Gestión de Talento Humano,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,1. Talento Humano,,,,
26,No Conformidad,Abierta,*Odontólogo: Sebastián Acosta; no cuenta con el curso en soporte vital básico.,Administrador,calidad,,Gestión de Talento Humano,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,1. Talento Humano,,,,
27,No Conformidad,Abierta,*En el recorrido realizado por la institución se evidencia que no cuentan con ambiente de aseo de uso exclusivo para el proceso de esterilización.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
28,No Conformidad,Abierta,*No soportan certificado de mantenimiento de los tanques de agua.,Administrador,calidad,,Gestión Ambiental,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
29,No Conformidad,Abierta,*Se evidencia que la rampa ubicada al ingreso de la institución no cuenta con pasamanos ni piso antideslizante.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
30,No Conformidad,Abierta,*No aportan concepto de inspección y vigilancia sanitaria por ente departamental o municipal.,Administrador,calidad,calidad,Gestión Ambiental,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
31,No Conformidad,Abierta,*No soportan certificado RETIE;,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
