Núm.,Tipo,Estado,Descripción,Usuario Reporta,Solicitado a,Auditor Global,Proceso,Fecha de Creación,Fecha Cierre,Norma y Numeral,Acción Eficaz,Acción Correctiva,%Avance Eficaz,%Avance Plan de Acciones
32,No Conformidad,Abierta,*No se evidencia señalización ni demarcación de la ruta de recolección de residuos hospitalario; el área de segregación de residuos no cuenta con señalización de acuerdo a los colores normativos.,Administrador,calidad,,Gestión Ambiental,10/Mar/2025,,Resolución 3100 de 2019:,PE,SI,"0,00%",0%
,,,,,,,,,,2. Infraestructura,,,,
33,No Conformidad,Abierta,"*La sala de procedimientos del servicio de urgencias no cuenta con mesón de trabajo, poceta o lavamanos. * La sala de procedimiento no cuenta con una medida de 8m2. *La sala de procedimientos tiene mesón de trabajo. *La sala de procedimientos no cuenta con poceta. *La sala de procedimientos no cuenta con lavamanos.",Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
38,No Conformidad,Abierta,*La estación de enfermería no cuenta con monitorización permanente de los pacientes o sistemas alternativos para su visualización.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
39,No Conformidad,Abierta,*La estación de enfermería no cuenta con mesón de trabajo,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
40,No Conformidad,Abierta,*El servicio de urgencias no cuenta con ambiente de trabajo sucio,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
41,No Conformidad,Abierta,*La estación de enfermería no cuenta con ambiente o área de trabajo limpio y sucio.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
42,No Conformidad,Abierta,*No se evidencia el servicio de urgencia Área o ambiente para depósito de ropa limpia de dimensión,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
43,No Conformidad,Abierta,"*No se evidencia el servicio de urgencia Área o Ambiente para depósito de ropa sucia, con dimensión variable de acuerdo con las necesidades del servicio.",Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
44,No Conformidad,Abierta,* El baño para usuarios en situación de discapacidad y movilidad reducida no cuenta con alarma de llamado.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
45,No Conformidad,Abierta,* El piso del consultorio de procedimiento de citologías no cuenta con estándares de calidad se evidencian dilataciones debajo de la camilla hay un puro el cual es foco de infección.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
46,No Conformidad,Abierta,"*Se evidencia que la sala parto, sala de procedimientos, consultorio de citologías, laboratorio clínico, central de esterilización no cuenta con media caña en la unión entre la pared y el piso.",Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
47,No Conformidad,Abierta,* El archivo de historias clínicas físicas no se encuentra adecuadamente se observan cajas abiertas no cuenta con ubicación de en estantes; se evidencia en un área abierta lo cual no garantiza la seguridad de las mismas.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
48,No Conformidad,Abierta,* No soporta concepto sanitario de la entidad competente.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
50,No Conformidad,Abierta,DOPLER FETAL ubicado en sala de procedimientos 2 Serie m19606510018; MARCA: EDAM - No soportan certificado de Calibración de acuerdo al número de serie verificada en el inventario de equipos biomédicos.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
51,No Conformidad,Abierta,ENCUBADORA DE TRANSPORTE: Ubicación Sala partos SERIE 2013 MARCA MEDICALL; No soportan certificado de calibración.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
52,No Conformidad,Abierta,Se solicita actualizar el inventario de equipos biomédicos ya que se evidencian equipos que no se encuentran registrados en dicho documento,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
53,No Conformidad,Abierta,*No soporta concepto sanitario de la entidad competente,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
54,No Conformidad,Abierta,*El Kardex de dispositivos médicos no cuenta con el ítem Serie,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
55,No Conformidad,Abierta,*El Kardex de dispositivos médicos no cuenta con el ítem Clasificación por riesgo,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
56,No Conformidad,Abierta,*El Kardex de dispositivos médicos no cuenta con el ítem Vida Útil.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
57,No Conformidad,Abierta,*El Kardex de reactivos no cuenta con ítem de vida Útil,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
58,No Conformidad,Abierta,*No cuentan con kit de derrames de medicamentos en el servicio de urgencias.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
59,No Conformidad,Abierta,*No soportan lista de chequeo para medir adherencia de la guía de infección de vías urinarias,Administrador,calidad,,Gestión Ambulatoria,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
60,No Conformidad,Abierta,*No soportan socialización de guía de practica clínica de parasitosis intestinal,Administrador,calidad,,Gestión Ambulatoria,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
61,No Conformidad,Abierta,No soportan socialización del MANUAL DE BUENAS PRACTICAS DE ESTERILIZACION DE LA CENTRAL DE ESTERILIZACION código MA-ES-SA-02,Administrador,calidad,,Misionales,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
62,No Conformidad,Abierta,*Se evidencia que no hay un adecuado control de calidad y toma de medidas preventivas en el área de esterilización en el recorrido se evidencia la central de esterilización abierta; la funcionaria que realiza el procedimiento no cuenta con ningún elemento de bioseguridad para manipular material en dicha área.,Administrador,calidad,,Misionales,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
63,No Conformidad,Abierta,*No se evidencia socializcion actualizada de la politica de reuso de dispositivos de odontología y no reusó de dispositivos médicos.,Administrador,calidad,,Misionales,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
64,No Conformidad,Abierta,"*No cuentan con manual de proceso, control de calidad y entrega de resultados de pruebas rápidas point of care POCT.",Administrador,calidad,,Misionales,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
65,No Conformidad,Abierta,"*No soportan protocolo de muerte digna que garantice, en el ámbito de sus competencias, la atención y orientación al paciente que manifieste su derecho a morir dignamente en el que incluya los aspectos de las áreas administrativas; Interacción y acompañamiento a la familia o acudientes.; Articulación con la EAPB; Etapas, elementos, responsables y plazos para dar cumplimiento a las obligaciones a su cargo, incorporando el reporte de información; Actividades e intervenciones de seguimiento y contr...",Administrador,calidad,,Misionales,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
66,No Conformidad,Abierta,"*De acuerdo a la resolución 1995 Por la cual se establecen normas para el manejo de la Historia Clínica en el ARTÍCULO 9 IDENTIFICACIÓN DEL USUARIO. describe que la historia clínica debe contener ocupación del usuario, nombre y teléfono del acompañante; nombre, teléfono y parentesco LO CUAL NO SE EVIDENCIA EN EL FORMATO DE HC SOPORTADO POR EL PRESTADOR DEL SERVICIO DE URGENCIAS.""",Administrador,calidad,,Sistema de Información y Comunicación,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
67,No Conformidad,Abierta,*Se evidencia utilización de siglas en algunas de las historias clínicas soportadas por el prestador.,Administrador,calidad,,Sistema de Información y Comunicación,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
68,No Conformidad,Abierta,"*Se verifica la siguiente Historia clínica CC 4756555 no es coherente en el ítem revisión por sistemas se registra que las extremidades se encuentran es estado normal y el usuario ingresa por una herida en la mano izquierda.""",Administrador,calidad,,Sistema de Información y Comunicación,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
69,No Conformidad,Abierta,*Se verifica la siguiente historia clínica CC 1065097838; en diferentes atenciones la cual no se evidencia la firma del profesional que atendió la usuaria se observa un recuadro negro,Administrador,calidad,,Sistema de Información y Comunicación,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
70,No Conformidad,Abierta,*Se evidencia un archivo de historias clínicas manuales las cuales no se encentran organizadas adecuadamente se observan en cajas algunas abiertas no garantizan la custodia y confidencialidad ya que la puerta se encuentra abierta.,Administrador,calidad,,Sistema de Información y Comunicación,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
71,No Conformidad,Abierta,*Se evidencia que en el área de esterilización no llevan un adecuado registro de control de calidad.,Administrador,calidad,,Sistema de Información y Comunicación,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
72,No Conformidad,Abierta,*No soporta contratos celebrados por interdependencia; soportan documento aceptación de la oferta al contrato 013-2025 cuyo objeto es (prestación de servicios como gestor de residuos peligrosos para la disposición final del respell; con la empresa GESTIONES AMBIENTALES LTDA el cual no tiene firmas entre las partes que demuestre la legalización;,Administrador,calidad,,Asesoría Jurídica,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,7. Interdependencia,,,,
73,No Conformidad,Abierta,*No soporta contrato de alimentación de pacientes para el servicio de hospitalización.,Administrador,calidad,,Asesoría Jurídica,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,7. Interdependencia,,,,
74,No Conformidad,Abierta,*Soportan Acta de supervisión del contrato de ASHERI sin firma de supervisión.,Administrador,calidad,,Asesoría Jurídica,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,7. Interdependencia,,,,
75,No Conformidad,Abierta,*No soportan acta de supervisión del contrato de alimentación; no es posible verificar si se está cumpliendo con los tiempos de entrega del alimento a los usuarios.,Administrador,calidad,,Asesoría Jurídica,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,7. Interdependencia,,,,
76,No Conformidad,Abierta,*El servicio de hospitalización no cuenta con guarda ropa,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.4.1 Servicio de hospitalización,,,,
77,No Conformidad,Abierta,*El area de hospitalización las camas de adulto y pediátricas están en el mismo espacio,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.4.1 Servicio de hospitalización,,,,
78,No Conformidad,Abierta,*El servicio de hospitalización no cuenta con habitación de aislamiento.,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.4.1 Servicio de hospitalización,,,,
79,No Conformidad,Abierta,*Las habitaciones no cuentan con área de guarda ropa,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.4.1 Servicio de hospitalización,,,,
80,No Conformidad,Abierta,*En el servicio de hospitalización no se evidencia ambiente para almacenamiento y distribución de alimentos,Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.4.1 Servicio de hospitalización,,,,
81,No Conformidad,Abierta,*No soportan protocolo de ronda medica de pacientes,Administrador,calidad,,Gestión de Calidad,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.4.1 Servicio de hospitalización,,,,
82,No Conformidad,Abierta,*No soportan protocolo de sujeción o inmovilización terapéutica de pacientes,Administrador,calidad,,Gestión de Calidad,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.4.1 Servicio de hospitalización,,,,
83,No Conformidad,Abierta,*No soportan el contrato de alimentación.,Administrador,calidad,,Asesoría Jurídica,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.4.1 Servicio de hospitalización,,,,
84,No Conformidad,Abierta,"*Cuentan con baños discriminados por sexo, pero no cuentan con aditamentos para población discapacitada",Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.6.1 Servicio de urgencias,,,,
85,No Conformidad,Abierta,"*No cuenta con Ambiente para descontaminación de pacientes, con ducha teléfono y sistema de drenaje.",Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.6.1 Servicio de urgencias,,,,
86,No Conformidad,Abierta,"*No cuenta con ambiente para atención de la Enfermedad Respiratoria Aguda, cuando se requiera",Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.6.1 Servicio de urgencias,,,,
87,No Conformidad,Abierta,"*No cuentan con Ambiente para rehidratación oral,",Administrador,calidad,,Gestión de Recursos,10/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,11.6.1 Servicio de urgencias,,,,
